ID,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
Seq_2605,0.00,0.00,0.00,0.00,6.67,13.33,0.00,0.00,6.67,6.67,6.67,6.67,6.67,6.67,0.00,0.00,6.67,26.67,0.00,6.67
Seq_2606,0.00,0.00,0.00,6.67,6.67,13.33,6.67,13.33,13.33,20.00,0.00,0.00,0.00,6.67,0.00,13.33,0.00,0.00,0.00,0.00
Seq_2607,6.67,0.00,0.00,0.00,6.67,0.00,0.00,13.33,13.33,13.33,6.67,6.67,0.00,0.00,0.00,0.00,13.33,13.33,0.00,6.67
Seq_2608,13.33,0.00,0.00,6.67,0.00,6.67,0.00,6.67,0.00,13.33,0.00,0.00,0.00,6.67,13.33,20.00,0.00,6.67,0.00,6.67
Seq_2609,25.00,0.00,12.50,6.25,0.00,0.00,0.00,18.75,0.00,6.25,12.50,0.00,0.00,12.50,0.00,6.25,0.00,0.00,0.00,0.00
Seq_2610,6.67,0.00,6.67,0.00,13.33,6.67,0.00,13.33,0.00,6.67,0.00,0.00,0.00,0.00,6.67,6.67,13.33,6.67,0.00,13.33
Seq_2611,6.67,0.00,0.00,6.67,0.00,20.00,0.00,0.00,20.00,6.67,0.00,0.00,0.00,0.00,0.00,6.67,13.33,13.33,0.00,6.67
Seq_2612,0.00,0.00,6.67,0.00,6.67,0.00,0.00,20.00,6.67,13.33,6.67,0.00,6.67,6.67,13.33,6.67,6.67,0.00,0.00,0.00
Seq_2613,6.67,0.00,0.00,20.00,13.33,0.00,0.00,13.33,0.00,0.00,6.67,6.67,6.67,0.00,6.67,0.00,13.33,0.00,0.00,6.67
Seq_2614,0.00,0.00,6.67,0.00,20.00,6.67,0.00,6.67,20.00,6.67,0.00,6.67,13.33,0.00,6.67,6.67,0.00,0.00,0.00,0.00
Seq_2615,13.33,6.67,0.00,6.67,6.67,0.00,0.00,6.67,0.00,20.00,0.00,0.00,6.67,13.33,0.00,6.67,6.67,0.00,0.00,6.67
Seq_2616,0.00,0.00,6.67,13.33,0.00,13.33,0.00,0.00,13.33,20.00,6.67,0.00,0.00,13.33,0.00,0.00,6.67,6.67,0.00,0.00
Seq_2617,0.00,5.00,10.00,5.00,0.00,5.00,5.00,0.00,5.00,15.00,0.00,0.00,0.00,5.00,5.00,0.00,5.00,25.00,0.00,10.00
Seq_2618,13.33,0.00,13.33,6.67,0.00,13.33,0.00,13.33,6.67,6.67,6.67,6.67,0.00,0.00,0.00,0.00,0.00,6.67,0.00,6.67
Seq_2619,6.67,0.00,0.00,6.67,6.67,0.00,0.00,26.67,6.67,13.33,6.67,0.00,0.00,0.00,6.67,6.67,6.67,6.67,0.00,0.00
Seq_2620,7.69,0.00,7.69,15.38,7.69,0.00,7.69,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,38.46,0.00,0.00,7.69
Seq_2621,6.67,0.00,6.67,13.33,13.33,0.00,0.00,13.33,0.00,6.67,0.00,0.00,0.00,0.00,13.33,6.67,13.33,0.00,0.00,6.67
Seq_2622,13.33,0.00,0.00,0.00,0.00,6.67,6.67,0.00,6.67,6.67,0.00,0.00,0.00,6.67,6.67,13.33,6.67,20.00,0.00,6.67
Seq_2623,0.00,0.00,6.67,6.67,13.33,6.67,0.00,0.00,0.00,6.67,6.67,13.33,0.00,0.00,6.67,13.33,0.00,6.67,0.00,13.33
Seq_2624,0.00,0.00,6.67,6.67,6.67,0.00,0.00,6.67,6.67,6.67,0.00,0.00,13.33,20.00,0.00,6.67,6.67,13.33,0.00,0.00
Seq_2625,0.00,0.00,15.38,15.38,23.08,0.00,0.00,7.69,0.00,0.00,0.00,0.00,7.69,7.69,0.00,15.38,7.69,0.00,0.00,0.00
Seq_2626,20.00,0.00,0.00,6.67,6.67,13.33,0.00,6.67,6.67,0.00,0.00,0.00,6.67,0.00,0.00,13.33,6.67,0.00,0.00,13.33
Seq_2627,0.00,0.00,13.33,0.00,6.67,6.67,0.00,20.00,6.67,0.00,0.00,0.00,0.00,6.67,13.33,13.33,6.67,6.67,0.00,0.00
Seq_2628,6.67,0.00,6.67,6.67,13.33,0.00,13.33,6.67,6.67,6.67,0.00,6.67,0.00,13.33,0.00,6.67,0.00,0.00,0.00,6.67
Seq_2629,6.67,0.00,0.00,20.00,13.33,0.00,6.67,6.67,0.00,13.33,0.00,0.00,0.00,6.67,0.00,6.67,13.33,6.67,0.00,0.00
Seq_2630,0.00,0.00,13.33,20.00,0.00,6.67,0.00,6.67,0.00,13.33,0.00,0.00,6.67,0.00,13.33,20.00,0.00,0.00,0.00,0.00
Seq_2631,0.00,0.00,6.67,13.33,6.67,0.00,0.00,6.67,6.67,6.67,6.67,0.00,6.67,0.00,20.00,0.00,6.67,13.33,0.00,0.00
Seq_2632,0.00,0.00,6.67,13.33,0.00,13.33,0.00,0.00,0.00,20.00,13.33,0.00,6.67,0.00,0.00,6.67,13.33,0.00,6.67,0.00
Seq_2633,6.25,0.00,12.50,6.25,6.25,12.50,6.25,0.00,0.00,12.50,0.00,0.00,12.50,6.25,0.00,0.00,6.25,12.50,0.00,0.00
Seq_2634,6.67,0.00,6.67,6.67,6.67,0.00,0.00,0.00,0.00,6.67,6.67,0.00,6.67,6.67,0.00,20.00,6.67,0.00,13.33,6.67
Seq_2635,0.00,0.00,0.00,13.33,6.67,0.00,6.67,6.67,6.67,20.00,0.00,6.67,0.00,6.67,6.67,6.67,0.00,13.33,0.00,0.00
Seq_2636,0.00,0.00,6.67,6.67,6.67,6.67,6.67,0.00,0.00,13.33,0.00,0.00,6.67,0.00,13.33,6.67,6.67,0.00,0.00,20.00
Seq_2637,6.67,0.00,0.00,0.00,0.00,6.67,0.00,6.67,6.67,13.33,6.67,6.67,0.00,6.67,13.33,0.00,0.00,6.67,0.00,20.00
Seq_2638,6.67,0.00,13.33,0.00,6.67,13.33,0.00,0.00,13.33,20.00,0.00,6.67,0.00,0.00,0.00,6.67,13.33,0.00,0.00,0.00
Seq_2639,0.00,0.00,0.00,6.67,6.67,6.67,0.00,0.00,13.33,6.67,0.00,6.67,13.33,0.00,0.00,13.33,0.00,20.00,6.67,0.00
Seq_2640,13.33,0.00,0.00,13.33,6.67,0.00,0.00,0.00,20.00,13.33,6.67,0.00,6.67,0.00,6.67,0.00,6.67,6.67,0.00,0.00
Seq_2641,0.00,0.00,0.00,0.00,20.00,20.00,6.67,13.33,13.33,6.67,6.67,0.00,6.67,0.00,6.67,0.00,0.00,0.00,0.00,0.00
Seq_2642,6.67,0.00,0.00,0.00,6.67,6.67,0.00,0.00,0.00,26.67,0.00,6.67,6.67,6.67,6.67,0.00,6.67,20.00,0.00,0.00
Seq_2643,13.33,13.33,0.00,0.00,0.00,0.00,6.67,0.00,20.00,6.67,0.00,6.67,6.67,0.00,13.33,0.00,6.67,0.00,0.00,6.67
Seq_2644,0.00,0.00,25.00,6.25,0.00,18.75,6.25,0.00,0.00,0.00,6.25,0.00,0.00,18.75,0.00,0.00,12.50,0.00,0.00,6.25
Seq_2645,5.00,5.00,5.00,10.00,0.00,5.00,0.00,0.00,0.00,10.00,0.00,5.00,0.00,25.00,20.00,5.00,0.00,0.00,5.00,0.00
Seq_2646,13.33,0.00,6.67,13.33,13.33,0.00,0.00,0.00,6.67,6.67,0.00,0.00,6.67,0.00,0.00,13.33,13.33,6.67,0.00,0.00
Seq_2647,6.67,0.00,6.67,13.33,6.67,0.00,13.33,6.67,20.00,6.67,0.00,6.67,0.00,6.67,0.00,0.00,0.00,6.67,0.00,0.00
Seq_2648,0.00,6.25,0.00,6.25,0.00,31.25,6.25,18.75,0.00,6.25,0.00,0.00,6.25,0.00,6.25,12.50,0.00,0.00,0.00,0.00
Seq_2649,6.67,0.00,6.67,0.00,0.00,13.33,0.00,6.67,6.67,13.33,0.00,0.00,6.67,0.00,0.00,6.67,20.00,0.00,6.67,6.67
Seq_2650,13.33,6.67,0.00,0.00,0.00,0.00,6.67,6.67,6.67,6.67,6.67,13.33,0.00,0.00,6.67,13.33,6.67,6.67,0.00,0.00
Seq_2651,0.00,0.00,6.67,13.33,0.00,13.33,0.00,6.67,6.67,13.33,0.00,0.00,6.67,0.00,6.67,6.67,6.67,13.33,0.00,0.00
Seq_2652,0.00,0.00,13.33,0.00,0.00,20.00,6.67,13.33,0.00,13.33,0.00,6.67,6.67,0.00,0.00,0.00,13.33,6.67,0.00,0.00
Seq_2653,0.00,0.00,0.00,0.00,6.67,20.00,0.00,6.67,0.00,6.67,6.67,0.00,0.00,6.67,6.67,20.00,6.67,13.33,0.00,0.00
Seq_2654,0.00,13.33,0.00,13.33,6.67,0.00,0.00,6.67,0.00,6.67,0.00,6.67,13.33,0.00,0.00,20.00,6.67,0.00,0.00,6.67
Seq_2655,26.67,0.00,6.67,6.67,6.67,0.00,0.00,20.00,6.67,20.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00
Seq_2656,0.00,0.00,6.67,0.00,13.33,6.67,26.67,0.00,6.67,13.33,6.67,13.33,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00
Seq_2657,20.00,0.00,0.00,13.33,6.67,0.00,0.00,0.00,20.00,13.33,0.00,0.00,0.00,0.00,6.67,6.67,6.67,6.67,0.00,0.00
Seq_2658,0.00,0.00,12.50,0.00,0.00,6.25,0.00,6.25,0.00,0.00,6.25,6.25,6.25,6.25,0.00,31.25,6.25,12.50,0.00,0.00
Seq_2659,6.67,0.00,0.00,6.67,6.67,6.67,20.00,0.00,0.00,6.67,6.67,0.00,0.00,0.00,13.33,0.00,13.33,6.67,0.00,6.67
Seq_2660,13.33,0.00,0.00,6.67,0.00,0.00,0.00,6.67,13.33,20.00,0.00,13.33,6.67,0.00,6.67,0.00,0.00,13.33,0.00,0.00
Seq_2661,6.67,6.67,0.00,13.33,13.33,13.33,0.00,13.33,13.33,6.67,0.00,0.00,6.67,0.00,6.67,0.00,0.00,0.00,0.00,0.00
Seq_2662,6.67,0.00,13.33,0.00,6.67,0.00,0.00,6.67,13.33,13.33,0.00,6.67,0.00,13.33,13.33,0.00,0.00,6.67,0.00,0.00
Seq_2663,13.33,0.00,0.00,0.00,6.67,6.67,0.00,6.67,0.00,6.67,0.00,6.67,6.67,0.00,6.67,13.33,0.00,13.33,6.67,6.67
Seq_2664,6.67,6.67,6.67,0.00,6.67,0.00,0.00,0.00,0.00,6.67,0.00,6.67,0.00,0.00,0.00,20.00,13.33,26.67,0.00,0.00
Seq_2665,33.33,6.67,6.67,0.00,13.33,0.00,0.00,0.00,6.67,6.67,0.00,0.00,0.00,0.00,0.00,6.67,0.00,13.33,0.00,6.67
Seq_2666,26.67,0.00,13.33,6.67,0.00,0.00,0.00,20.00,0.00,6.67,0.00,6.67,0.00,6.67,0.00,0.00,6.67,0.00,0.00,6.67
Seq_2667,0.00,0.00,20.00,0.00,6.67,0.00,0.00,0.00,13.33,13.33,6.67,0.00,0.00,6.67,6.67,6.67,13.33,6.67,0.00,0.00
Seq_2668,0.00,0.00,0.00,6.67,6.67,13.33,6.67,0.00,6.67,13.33,0.00,20.00,6.67,0.00,0.00,0.00,6.67,0.00,13.33,0.00
Seq_2669,6.67,0.00,0.00,6.67,6.67,0.00,0.00,6.67,0.00,6.67,0.00,6.67,13.33,6.67,13.33,6.67,0.00,6.67,0.00,13.33
Seq_2670,6.25,6.25,6.25,0.00,6.25,12.50,6.25,6.25,0.00,6.25,0.00,18.75,0.00,0.00,0.00,12.50,0.00,6.25,0.00,6.25
Seq_2671,6.67,0.00,13.33,0.00,0.00,20.00,0.00,20.00,0.00,0.00,0.00,20.00,6.67,0.00,0.00,13.33,0.00,0.00,0.00,0.00
Seq_2672,6.67,0.00,0.00,0.00,6.67,6.67,0.00,0.00,0.00,6.67,0.00,20.00,0.00,0.00,13.33,0.00,26.67,6.67,0.00,6.67
Seq_2673,0.00,0.00,0.00,13.33,6.67,0.00,13.33,6.67,13.33,20.00,0.00,0.00,0.00,6.67,0.00,6.67,0.00,13.33,0.00,0.00
Seq_2674,0.00,13.33,0.00,6.67,6.67,0.00,0.00,6.67,13.33,0.00,6.67,13.33,0.00,0.00,0.00,13.33,0.00,20.00,0.00,0.00
Seq_2675,0.00,0.00,0.00,6.67,6.67,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,33.33,26.67,13.33,0.00,0.00,0.00,6.67
Seq_2676,13.33,0.00,13.33,6.67,13.33,6.67,0.00,6.67,6.67,0.00,0.00,0.00,0.00,6.67,6.67,0.00,0.00,6.67,6.67,6.67
Seq_2677,0.00,0.00,6.67,6.67,0.00,13.33,0.00,6.67,0.00,20.00,0.00,6.67,0.00,0.00,6.67,6.67,0.00,20.00,0.00,6.67
Seq_2678,0.00,6.67,0.00,13.33,0.00,13.33,0.00,13.33,6.67,6.67,0.00,6.67,6.67,0.00,6.67,6.67,6.67,0.00,0.00,6.67
Seq_2679,13.33,0.00,0.00,0.00,13.33,6.67,0.00,13.33,6.67,0.00,0.00,6.67,6.67,13.33,13.33,0.00,0.00,0.00,0.00,6.67
Seq_2680,6.67,0.00,0.00,6.67,0.00,20.00,0.00,6.67,6.67,6.67,0.00,0.00,6.67,6.67,6.67,0.00,6.67,6.67,13.33,0.00
Seq_2681,6.67,0.00,0.00,6.67,6.67,6.67,6.67,6.67,20.00,0.00,0.00,0.00,13.33,13.33,0.00,6.67,0.00,0.00,0.00,6.67
Seq_2682,0.00,0.00,6.67,6.67,13.33,0.00,0.00,6.67,20.00,13.33,0.00,6.67,6.67,0.00,6.67,13.33,0.00,0.00,0.00,0.00
Seq_2683,6.67,0.00,6.67,13.33,6.67,0.00,0.00,6.67,0.00,20.00,0.00,0.00,6.67,6.67,0.00,0.00,13.33,13.33,0.00,0.00
Seq_2684,6.67,0.00,0.00,0.00,0.00,13.33,20.00,13.33,0.00,0.00,6.67,6.67,6.67,0.00,6.67,6.67,0.00,13.33,0.00,0.00
Seq_2685,6.67,0.00,6.67,6.67,6.67,6.67,0.00,13.33,6.67,0.00,6.67,0.00,0.00,13.33,6.67,6.67,0.00,6.67,0.00,6.67
Seq_2686,0.00,0.00,0.00,0.00,6.67,6.67,0.00,13.33,13.33,20.00,0.00,6.67,13.33,0.00,0.00,6.67,6.67,6.67,0.00,0.00
Seq_2687,0.00,6.67,6.67,6.67,20.00,0.00,6.67,13.33,13.33,6.67,6.67,0.00,0.00,0.00,0.00,13.33,0.00,0.00,0.00,0.00
Seq_2688,25.00,0.00,18.75,0.00,0.00,18.75,0.00,6.25,0.00,0.00,0.00,0.00,12.50,0.00,6.25,12.50,0.00,0.00,0.00,0.00
Seq_2689,20.00,0.00,6.67,13.33,0.00,0.00,0.00,13.33,6.67,13.33,0.00,6.67,0.00,0.00,0.00,13.33,0.00,0.00,0.00,6.67
Seq_2690,0.00,0.00,6.25,6.25,0.00,18.75,0.00,0.00,6.25,0.00,0.00,0.00,18.75,0.00,6.25,31.25,0.00,0.00,0.00,6.25
Seq_2691,0.00,0.00,0.00,13.33,6.67,0.00,13.33,6.67,0.00,13.33,6.67,6.67,0.00,0.00,6.67,6.67,0.00,20.00,0.00,0.00
Seq_2692,13.33,0.00,6.67,0.00,0.00,13.33,0.00,6.67,0.00,6.67,0.00,13.33,13.33,0.00,6.67,13.33,0.00,6.67,0.00,0.00
Seq_2693,0.00,0.00,0.00,6.67,0.00,6.67,0.00,6.67,13.33,20.00,0.00,0.00,0.00,6.67,6.67,0.00,6.67,13.33,0.00,13.33
Seq_2694,6.67,0.00,0.00,13.33,13.33,6.67,0.00,0.00,0.00,13.33,0.00,6.67,0.00,13.33,20.00,0.00,0.00,0.00,0.00,6.67
Seq_2695,13.33,0.00,6.67,20.00,13.33,0.00,0.00,13.33,6.67,6.67,0.00,0.00,0.00,0.00,0.00,6.67,6.67,6.67,0.00,0.00
Seq_2696,46.67,0.00,0.00,6.67,0.00,0.00,0.00,0.00,6.67,13.33,0.00,0.00,0.00,6.67,0.00,6.67,13.33,0.00,0.00,0.00
Seq_2697,6.67,0.00,13.33,0.00,0.00,13.33,0.00,0.00,6.67,20.00,0.00,6.67,0.00,0.00,0.00,0.00,6.67,13.33,0.00,13.33
Seq_2698,0.00,0.00,6.67,13.33,6.67,0.00,0.00,13.33,6.67,6.67,6.67,13.33,13.33,0.00,0.00,0.00,6.67,0.00,6.67,0.00
Seq_2699,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,5.00,15.00,15.00,10.00,20.00,5.00,15.00,0.00,0.00,0.00
Seq_2700,12.50,0.00,6.25,6.25,6.25,6.25,0.00,18.75,12.50,6.25,0.00,6.25,0.00,6.25,0.00,0.00,6.25,6.25,0.00,0.00
Seq_2701,13.33,0.00,13.33,0.00,0.00,0.00,0.00,6.67,6.67,6.67,0.00,0.00,6.67,0.00,0.00,6.67,20.00,13.33,0.00,6.67
Seq_2702,20.00,0.00,6.67,20.00,13.33,0.00,0.00,0.00,13.33,0.00,0.00,6.67,0.00,0.00,0.00,6.67,6.67,0.00,0.00,6.67
Seq_2703,0.00,0.00,13.33,13.33,13.33,13.33,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,6.67,13.33,6.67,0.00,0.00
Seq_2704,6.67,13.33,0.00,20.00,6.67,6.67,0.00,6.67,13.33,0.00,0.00,0.00,13.33,0.00,0.00,6.67,6.67,0.00,0.00,0.00
Seq_2705,6.67,0.00,0.00,13.33,0.00,6.67,0.00,20.00,6.67,0.00,0.00,6.67,6.67,0.00,20.00,0.00,6.67,0.00,0.00,6.67
Seq_2706,0.00,6.67,0.00,13.33,6.67,6.67,6.67,0.00,20.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,13.33,13.33,0.00,6.67
Seq_2707,6.67,0.00,6.67,13.33,0.00,13.33,0.00,20.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,13.33,13.33,6.67,0.00,0.00
Seq_2708,20.00,0.00,0.00,13.33,0.00,0.00,0.00,0.00,6.67,20.00,6.67,6.67,0.00,6.67,6.67,0.00,6.67,6.67,0.00,0.00
Seq_2709,6.25,6.25,6.25,6.25,6.25,6.25,0.00,0.00,12.50,6.25,0.00,6.25,6.25,0.00,18.75,6.25,0.00,6.25,0.00,0.00
Seq_2710,6.67,0.00,0.00,6.67,6.67,20.00,6.67,0.00,6.67,6.67,0.00,13.33,6.67,0.00,0.00,0.00,0.00,0.00,6.67,13.33
Seq_2711,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,20.00,20.00,0.00,13.33,6.67,0.00,6.67,13.33,0.00,6.67,0.00,6.67
Seq_2712,6.67,0.00,13.33,13.33,0.00,0.00,0.00,0.00,6.67,13.33,0.00,0.00,13.33,0.00,20.00,0.00,6.67,6.67,0.00,0.00
Seq_2713,20.00,0.00,6.67,6.67,6.67,20.00,6.67,0.00,13.33,0.00,6.67,0.00,0.00,6.67,0.00,6.67,0.00,0.00,0.00,0.00
Seq_2714,0.00,6.67,6.67,6.67,13.33,0.00,20.00,13.33,0.00,6.67,0.00,0.00,0.00,6.67,0.00,6.67,0.00,6.67,0.00,6.67
Seq_2715,0.00,0.00,0.00,6.67,0.00,0.00,6.67,13.33,20.00,13.33,0.00,6.67,6.67,0.00,6.67,13.33,0.00,0.00,0.00,6.67
Seq_2716,20.00,0.00,13.33,0.00,0.00,0.00,0.00,0.00,0.00,46.67,0.00,6.67,0.00,6.67,6.67,0.00,0.00,0.00,0.00,0.00
Seq_2717,0.00,0.00,20.00,13.33,0.00,0.00,0.00,0.00,6.67,6.67,0.00,6.67,6.67,0.00,0.00,6.67,6.67,6.67,0.00,20.00
Seq_2718,6.67,0.00,0.00,13.33,13.33,6.67,0.00,6.67,0.00,20.00,6.67,0.00,0.00,0.00,0.00,13.33,6.67,6.67,0.00,0.00
Seq_2719,13.33,0.00,13.33,6.67,0.00,0.00,6.67,6.67,0.00,13.33,6.67,0.00,0.00,0.00,6.67,0.00,0.00,6.67,6.67,13.33
Seq_2720,0.00,0.00,6.25,0.00,0.00,6.25,6.25,0.00,6.25,6.25,0.00,0.00,12.50,0.00,6.25,18.75,6.25,18.75,0.00,6.25
Seq_2721,6.67,20.00,0.00,6.67,0.00,13.33,0.00,0.00,6.67,6.67,0.00,6.67,6.67,13.33,0.00,0.00,0.00,13.33,0.00,0.00
Seq_2722,6.67,0.00,13.33,0.00,6.67,0.00,0.00,13.33,0.00,6.67,6.67,6.67,0.00,6.67,0.00,13.33,0.00,6.67,0.00,13.33
Seq_2723,20.00,0.00,6.67,6.67,6.67,6.67,0.00,0.00,13.33,6.67,0.00,0.00,0.00,0.00,0.00,13.33,0.00,6.67,0.00,13.33
Seq_2724,13.33,0.00,0.00,6.67,6.67,0.00,0.00,0.00,20.00,13.33,6.67,0.00,6.67,0.00,0.00,6.67,6.67,13.33,0.00,0.00
Seq_2725,0.00,0.00,20.00,6.67,0.00,6.67,13.33,6.67,13.33,20.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,6.67
Seq_2726,0.00,0.00,6.67,0.00,0.00,6.67,6.67,6.67,13.33,13.33,6.67,26.67,6.67,0.00,0.00,0.00,0.00,6.67,0.00,0.00
Seq_2727,0.00,0.00,6.67,0.00,6.67,6.67,6.67,20.00,13.33,0.00,0.00,6.67,6.67,0.00,0.00,6.67,6.67,0.00,0.00,13.33
Seq_2728,6.67,0.00,6.67,13.33,6.67,13.33,0.00,13.33,6.67,6.67,6.67,6.67,0.00,0.00,6.67,0.00,0.00,6.67,0.00,0.00
Seq_2729,0.00,0.00,6.67,0.00,6.67,6.67,0.00,0.00,6.67,20.00,6.67,6.67,6.67,0.00,6.67,0.00,0.00,13.33,0.00,13.33
Seq_2730,6.67,0.00,6.67,6.67,0.00,6.67,0.00,20.00,13.33,20.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,13.33,0.00,0.00
Seq_2731,0.00,0.00,7.14,7.14,0.00,7.14,14.29,0.00,0.00,7.14,0.00,7.14,7.14,0.00,7.14,14.29,0.00,0.00,7.14,14.29
Seq_2732,0.00,0.00,6.67,6.67,6.67,0.00,6.67,0.00,0.00,20.00,6.67,20.00,6.67,0.00,0.00,6.67,6.67,6.67,0.00,0.00
Seq_2733,0.00,0.00,0.00,0.00,0.00,18.75,6.25,12.50,12.50,0.00,0.00,0.00,12.50,6.25,0.00,6.25,0.00,18.75,0.00,6.25
Seq_2734,6.67,0.00,0.00,13.33,6.67,0.00,6.67,6.67,0.00,6.67,0.00,6.67,13.33,6.67,13.33,0.00,6.67,6.67,0.00,0.00
Seq_2735,0.00,6.67,0.00,0.00,13.33,6.67,0.00,6.67,6.67,6.67,0.00,6.67,6.67,0.00,6.67,6.67,0.00,13.33,0.00,13.33
Seq_2736,6.67,0.00,6.67,6.67,6.67,13.33,0.00,0.00,20.00,6.67,13.33,0.00,0.00,0.00,0.00,6.67,0.00,13.33,0.00,0.00
Seq_2737,0.00,0.00,6.67,6.67,0.00,6.67,0.00,0.00,13.33,6.67,0.00,6.67,13.33,0.00,6.67,0.00,20.00,6.67,6.67,0.00
Seq_2738,20.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,6.67,20.00,0.00,6.67,0.00,6.67,6.67,6.67,6.67,13.33,0.00,0.00
Seq_2739,12.50,6.25,12.50,6.25,6.25,18.75,6.25,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,6.25,12.50,6.25,0.00,0.00
Seq_2740,0.00,0.00,6.67,0.00,0.00,0.00,13.33,20.00,13.33,13.33,6.67,13.33,0.00,6.67,0.00,0.00,0.00,6.67,0.00,0.00
Seq_2741,6.67,0.00,0.00,0.00,6.67,20.00,0.00,6.67,6.67,6.67,0.00,6.67,0.00,0.00,0.00,0.00,13.33,0.00,0.00,26.67
Seq_2742,0.00,0.00,7.69,7.69,0.00,0.00,7.69,7.69,7.69,7.69,0.00,0.00,7.69,0.00,7.69,7.69,7.69,15.38,0.00,7.69
Seq_2743,6.67,6.67,6.67,0.00,6.67,6.67,0.00,6.67,0.00,0.00,0.00,0.00,0.00,6.67,6.67,13.33,6.67,13.33,0.00,13.33
Seq_2744,13.33,0.00,6.67,0.00,0.00,6.67,0.00,6.67,6.67,13.33,0.00,0.00,6.67,6.67,0.00,0.00,13.33,13.33,0.00,6.67
Seq_2745,6.67,0.00,13.33,0.00,13.33,6.67,0.00,6.67,6.67,6.67,0.00,6.67,6.67,0.00,0.00,0.00,6.67,20.00,0.00,0.00
Seq_2746,20.00,0.00,0.00,6.67,6.67,0.00,0.00,6.67,13.33,0.00,20.00,6.67,6.67,6.67,6.67,0.00,0.00,0.00,0.00,0.00
Seq_2747,0.00,0.00,0.00,0.00,0.00,20.00,6.67,13.33,20.00,6.67,0.00,6.67,0.00,0.00,0.00,13.33,6.67,0.00,0.00,6.67
Seq_2748,0.00,0.00,0.00,11.11,0.00,0.00,0.00,33.33,0.00,11.11,0.00,11.11,0.00,0.00,0.00,11.11,11.11,11.11,0.00,0.00
Seq_2749,0.00,6.67,6.67,6.67,0.00,0.00,0.00,0.00,13.33,13.33,6.67,13.33,0.00,0.00,0.00,0.00,6.67,13.33,0.00,13.33
Seq_2750,0.00,0.00,13.33,0.00,13.33,6.67,0.00,6.67,6.67,6.67,0.00,13.33,0.00,0.00,0.00,6.67,13.33,0.00,0.00,13.33
Seq_2751,15.00,0.00,5.00,0.00,10.00,15.00,10.00,5.00,10.00,5.00,5.00,0.00,5.00,0.00,0.00,10.00,0.00,0.00,0.00,5.00
Seq_2752,13.33,0.00,0.00,0.00,6.67,6.67,0.00,13.33,13.33,13.33,6.67,13.33,0.00,6.67,0.00,0.00,0.00,0.00,0.00,6.67
Seq_2753,20.00,6.67,13.33,0.00,6.67,13.33,6.67,0.00,6.67,0.00,6.67,0.00,0.00,0.00,6.67,0.00,0.00,13.33,0.00,0.00
Seq_2754,20.00,0.00,0.00,6.67,0.00,0.00,0.00,6.67,0.00,20.00,6.67,0.00,0.00,0.00,0.00,20.00,13.33,0.00,0.00,6.67
Seq_2755,0.00,0.00,6.67,0.00,13.33,13.33,6.67,20.00,0.00,0.00,6.67,6.67,6.67,6.67,6.67,0.00,6.67,0.00,0.00,0.00
Seq_2756,0.00,0.00,6.67,0.00,0.00,13.33,0.00,6.67,6.67,6.67,13.33,6.67,0.00,0.00,6.67,6.67,13.33,0.00,6.67,6.67
Seq_2757,13.33,0.00,6.67,6.67,0.00,13.33,0.00,6.67,0.00,13.33,0.00,6.67,13.33,0.00,0.00,0.00,0.00,13.33,0.00,6.67
Seq_2758,0.00,0.00,0.00,6.67,6.67,6.67,13.33,6.67,6.67,6.67,20.00,6.67,0.00,0.00,6.67,0.00,6.67,0.00,0.00,6.67
Seq_2759,0.00,0.00,6.67,0.00,0.00,0.00,0.00,6.67,13.33,6.67,0.00,13.33,6.67,0.00,0.00,0.00,6.67,13.33,13.33,13.33
Seq_2760,0.00,0.00,0.00,6.67,6.67,6.67,0.00,6.67,0.00,6.67,0.00,0.00,6.67,0.00,6.67,13.33,13.33,6.67,6.67,13.33
Seq_2761,6.67,0.00,6.67,33.33,0.00,6.67,0.00,0.00,0.00,0.00,6.67,0.00,13.33,6.67,0.00,6.67,0.00,0.00,0.00,13.33
Seq_2762,0.00,0.00,6.67,0.00,6.67,6.67,0.00,13.33,6.67,6.67,0.00,6.67,6.67,6.67,13.33,6.67,0.00,0.00,6.67,6.67
Seq_2763,6.67,0.00,0.00,6.67,13.33,20.00,0.00,6.67,0.00,6.67,6.67,0.00,6.67,6.67,6.67,6.67,0.00,6.67,0.00,0.00
